date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2019-12-16,100018,41421,58597,15425311,50786337,66211648,48631,10425,59056
2020-09-23,133077,64131,68946,76763089,65326960,142090049,21512,9718,31230
2022-06-22,93402,46218,47184,80615621,76177011,156792632,34289,9299,43588
2018-05-14,9684,7718,1966,3417395,11618786,15036181,1109,248,1357
2018-03-31,2724,2173,551,1365450,6549922,7915372,406,95,501
2021-01-04,106092,59440,46652,57581087,68273571,125854658,22684,9242,31926
2020-05-26,109705,46624,63081,74076330,39979686,114056016,16984,7579,24563
2023-05-17,187855,80245,107610,181134106,134614587,315748693,65050,14004,79054
2019-07-20,85554,66978,18576,18112994,48298977,66411971,9552,6875,16427
2022-05-08,116888,57068,59820,73731659,73975557,147707216,36032,9605,45637
2018-01-21,1711,1205,506,2836200,12508107,15344307,401,342,743
2023-01-16,148908,70054,78854,141103328,94943089,236046417,51279,12546,63825
2015-11-21,642,74,568,322850,42801,365651,507,45,552
2017-07-26,3051,1761,1290,3056800,7006651,10063451,990,204,1194
2020-08-20,111932,54565,57367,65033553,61487079,126520632,30806,7874,38680
2021-01-10,105811,56133,49678,55849421,60177868,116027289,22658,9033,31691
2021-08-31,126371,60080,66291,57166926,54968535,112135461,28056,8915,36971
2025-04-03,284058,79929,204129,416846939,140438871,557285810,120708,7126,127834
2015-03-16,121,25,96,700600,104130,804730,2,1,3
2020-05-09,81648,36944,44704,47738510,29447833,77186343,16288,6489,22777
2024-08-17,232773,73350,159423,255083122,104283464,359366586,83076,9081,92157
2017-10-04,1708,782,926,1252400,3250183,4502583,737,72,809
2017-04-19,1306,514,792,1154018,1539915,2693933,497,48,545
2017-06-10,1457,769,688,1094600,4044610,5139210,528,89,617
2015-06-29,101,23,78,518500,135580,654080,5,0,5
2023-07-13,206148,84972,121176,177536870,123151429,300688299,57736,10964,68700
2022-10-14,137931,70643,67288,97543588,95585833,193129421,35162,8364,43526
2025-02-06,264608,82042,182566,326800677,136221982,463022659,105496,7490,112986
2021-11-26,116347,57169,59178,76009052,76029797,152038849,24811,8392,33203
2019-11-14,73270,41462,31808,17087899,68884832,85972731,25323,10477,35800
2022-11-25,144160,65948,78212,126885340,98339726,225225066,48309,11425,59734
2015-09-30,244,63,181,1037360,209100,1246460,5,11,16
2022-06-14,141142,70781,70361,105992882,95868386,201861268,51603,13769,65372
2016-03-03,1435,212,1223,1529240,481325,2010565,903,22,925
2024-12-02,254183,74197,179986,384170792,127756959,511927751,103364,9051,112415
2022-09-13,148305,75469,72836,257142576,105850294,362992870,42600,11032,53632
2018-11-18,12327,9750,2577,2971873,16472217,19444090,1117,470,1587
2020-11-24,120891,59761,61130,89004324,77268781,166273105,36613,11686,48299
2019-01-26,11158,9576,1582,1013100,15253018,16266118,526,562,1088
2016-05-20,1325,54,1271,924150,204650,1128800,1004,4,1008
2016-06-07,1256,158,1098,1162900,254550,1417450,817,53,870
2021-06-21,144783,63362,81421,76820279,69145474,145965753,36175,14608,50783
2017-12-04,1598,971,627,1337044,4003490,5340534,522,101,623
2019-05-03,31220,24903,6317,5566043,30794509,36360552,3113,3010,6123
2022-04-20,137930,68211,69719,94810352,93481826,188292178,39038,11058,50096
2025-10-10,261257,53072,208185,418557325,102340744,520898069,98267,3109,101376
2017-03-24,1067,378,689,955850,1499930,2455780,397,48,445
2024-08-19,195626,57470,138156,190072417,67797152,257869569,68990,7730,76720
2017-01-27,710,308,402,928709,596910,1525619,266,30,296
2025-12-07,267820,45249,222571,422277471,62222685,484500156,34803,1517,36320
2022-11-09,139201,68572,70629,131169060,112566443,243735503,46574,11073,57647
2025-02-09,244444,72755,171689,288094887,89828053,377922940,98911,7236,106147
2022-06-10,129800,69927,59873,96359853,98829723,195189576,41786,11494,53280
2023-12-06,182755,66731,116024,189459073,115563127,305022200,58821,10293,69114
2024-05-24,191063,63797,127266,177289248,92381733,269670981,61877,7997,69874
2015-03-21,127,30,97,574250,121750,696000,0,2,2
2018-06-01,8033,6619,1414,2616955,14469340,17086295,828,213,1041
2020-11-29,114761,56025,58736,68843414,55811775,124655189,32180,8997,41177
2024-07-24,226802,72602,154200,230964503,113131140,344095643,71904,8025,79929
2015-03-22,122,41,81,519200,206380,725580,1,0,1
2024-12-05,262270,80050,182220,383725150,146926019,530651169,105341,9087,114428
2018-09-29,18273,13463,4810,12058962,25184282,37243244,3066,856,3922
2021-05-09,93628,36642,56986,54663367,31645355,86308722,23566,8319,31885
2025-08-08,259681,60832,198849,417335871,103289585,520625456,98923,4473,103396
2024-08-24,236413,73344,163069,257348359,109640268,366988627,84090,10017,94107
2020-02-10,154233,59679,94554,20434818,62177232,82612050,72927,11025,83952
2021-03-09,119455,66383,53072,68816107,99877430,168693537,27426,10322,37748
2023-04-06,180912,78932,101980,181857229,128235246,310092475,62653,14414,77067
2022-04-12,132531,66955,65576,94686866,102255695,196942561,34778,10647,45425
2017-09-03,497,313,184,755900,2782490,3538390,113,39,152
2019-02-01,31151,26207,4944,6808740,46461938,53270678,2715,2523,5238
2025-11-29,315080,49841,265239,499885265,73393210,573278475,47096,1950,49046
2021-09-24,128794,63402,65392,68170920,68061694,136232614,29564,10073,39637
2018-03-19,3473,2775,698,2880550,11149853,14030403,481,162,643
2022-02-08,126429,67232,59197,81345663,97077487,178423150,29945,9213,39158
2016-11-12,628,86,542,461948,320750,782698,432,19,451
2015-04-14,79,19,60,319050,90400,409450,4,0,4
2024-05-21,204550,68740,135810,203515973,105324089,308840062,66529,9072,75601
2018-10-26,19540,15321,4219,7467469,170469770,177937239,2292,812,3104
2015-04-28,100,18,82,611000,43750,654750,4,1,5
2019-05-31,42629,29904,12725,15659188,34046266,49705454,3293,3156,6449
2021-01-30,114774,62237,52537,60796778,68290013,129086791,26381,10036,36417
2017-05-25,1004,207,797,1022450,388200,1410650,562,55,617
2023-06-30,217958,84316,133642,205834536,91050354,296884890,71983,13816,85799
2021-09-21,120851,58997,61854,69411559,72793949,142205508,28022,8776,36798
2019-09-02,73830,36856,36974,14446912,52419227,66866139,31278,8009,39287
2016-03-02,1634,221,1413,1999862,687150,2687012,975,30,1005
2016-05-15,863,57,806,650300,142700,793000,610,13,623
2023-01-31,166296,72924,93372,154784159,107184435,261968594,61198,14107,75305
2020-10-04,109302,50162,59140,59024078,48744176,107768254,27108,8828,35936
2016-11-24,731,109,622,751300,233650,984950,458,24,482
2023-11-26,192622,65685,126937,198537567,141591859,340129426,68118,10745,78863
2015-04-22,91,32,59,442560,115800,558360,1,1,2
2022-08-19,132190,68448,63742,97630264,83804928,181435192,34429,9261,43690
2019-05-29,47096,32895,14201,17439515,32235668,49675183,6705,4143,10848
2025-12-14,269233,40280,228953,433221466,57190556,490412022,37971,1292,39263
2023-01-13,160263,76224,84039,148002185,120962878,268965063,50367,11527,61894
2018-11-13,21272,16470,4802,8405669,27345953,35751622,1668,950,2618
2022-12-04,119386,58345,61041,91931609,77309275,169240884,34611,8852,43463
2021-06-29,141911,66623,75288,72285567,68587355,140872922,31880,13838,45718
2018-04-17,4064,3427,637,2703900,15136793,17840693,404,213,617
2019-03-05,29153,23763,5390,5524255,26902965,32427220,2438,2102,4540
2021-03-07,105408,57201,48207,54223948,77119317,131343265,22936,9426,32362
2016-03-19,961,120,841,951430,411400,1362830,597,44,641
2022-11-06,131562,61770,69792,121561239,83518713,205079952,47212,10565,57777
2018-05-23,15858,11743,4115,7946750,17244390,25191140,3248,821,4069
2018-06-14,10945,8923,2022,9950225,22240028,32190253,855,247,1102
2019-08-03,100100,72458,27642,18540294,50268452,68808746,8155,6007,14162
2021-04-02,114683,56648,58035,83062698,70070141,153132839,24469,11086,35555
2015-07-02,117,34,83,663950,159350,823300,0,0,0
2024-03-05,223060,83067,139993,203472484,141361218,344833702,67906,10099,78005
2018-03-05,2169,1331,838,2019551,6245270,8264821,634,89,723
2021-05-19,76594,32599,43995,38276671,46053161,84329832,15237,6037,21274
2018-07-22,6547,4704,1843,4108231,5301679,9409910,599,120,719
2022-02-28,127208,65899,61309,74818218,79310384,154128602,28595,8990,37585
2021-12-22,127779,60513,67266,92975605,90344502,183320107,21203,7672,28875
2023-03-25,185359,82477,102882,183657052,133779863,317436915,59651,14023,73674
2024-12-06,252366,76875,175491,319925339,133330186,453255525,102669,8598,111267
2020-11-20,121988,61459,60529,82174340,70953341,153127681,36865,12409,49274
2021-03-30,86904,46083,40821,33673119,38117130,71790249,13633,5819,19452
2024-07-27,223895,72211,151684,213946354,93710449,307656803,70806,8015,78821
2025-05-21,277880,69561,208319,405202875,117790402,522993277,113738,6059,119797
2021-08-23,123736,57188,66548,62372564,52074493,114447057,24399,8370,32769
2025-10-12,255377,50526,204851,415392958,73568191,488961149,91126,3251,94377
2024-07-28,211907,66025,145882,189734559,77360108,267094667,60849,6983,67832
2018-05-28,12837,11204,1633,2397300,11022033,13419333,1078,198,1276
2019-04-25,30934,23659,7275,13453945,47765091,61219036,3396,2418,5814
2022-11-28,165988,74149,91839,148068100,91604149,239672249,64223,14668,78891
2018-12-02,15434,13748,1686,2795763,26947719,29743482,1111,500,1611
2023-08-05,213342,89049,124293,187210712,125340092,312550804,65085,14058,79143
2024-06-12,233007,75161,157846,250841997,126960084,377802081,83749,10182,93931
2022-04-18,131730,63886,67844,85827819,78268696,164096515,38683,11177,49860
2026-01-28,277413,38699,238714,460962660,70064179,531026839,20743,378,21121
2016-12-31,644,194,450,975220,594565,1569785,282,43,325
2015-09-20,44,16,28,256300,71350,327650,1,0,1
2022-06-28,128957,65185,63772,99398293,84085896,183484189,43460,11221,54681
2017-11-22,2936,1673,1263,2355109,2833330,5188439,1079,150,1229
2017-12-03,1088,566,522,793950,1849280,2643230,409,38,447
2020-10-19,116524,58545,57979,61402702,60870226,122272928,27705,9763,37468
2024-12-22,253967,75532,178435,342001681,93323745,435325426,95106,7942,103048
2023-02-28,174309,77966,96343,173043353,122506833,295550186,62092,14098,76190
2024-07-14,215975,64623,151352,208875678,81026116,289901794,78342,8690,87032
2025-01-12,252376,72407,179969,321620101,90466475,412086576,102956,7764,110720
2016-07-17,773,68,705,733550,198150,931700,524,14,538
2017-12-12,2340,1209,1131,1518850,6875065,8393915,970,116,1086
2016-10-28,1023,87,936,535000,192404,727404,828,34,862
2022-06-24,120097,60259,59838,101105187,93716237,194821424,44425,11890,56315
2018-03-11,1705,1363,342,1991801,8592082,10583883,217,85,302
2015-06-16,95,25,70,513700,113100,626800,8,0,8
2025-05-03,288143,76739,211404,400166885,128613786,528780671,114009,6025,120034
2015-01-01,120,29,91,588600,116860,705460,1,0,1
2015-07-27,75,28,47,491950,198800,690750,0,0,0
2016-04-19,1294,175,1119,2798411,202900,3001311,869,31,900
2017-05-04,1420,549,871,1280500,1962590,3243090,591,52,643
2020-03-11,150868,52968,97900,17762218,44456326,62218544,75186,8730,83916
2018-05-17,8959,6899,2060,3141697,17021860,20163557,1390,306,1696
2017-09-16,1873,976,897,1478150,5782735,7260885,746,158,904
2018-09-25,20380,15567,4813,4480093,24342084,28822177,3147,924,4071
2025-07-19,261351,62835,198516,371770430,92732925,464503355,103595,5012,108607
2019-02-16,25351,21022,4329,7151394,35918805,43070199,2313,2209,4522
2021-05-28,77086,35781,41305,45540175,47582114,93122289,19522,8004,27526
2017-04-12,1611,493,1118,1337700,1377630,2715330,750,72,822
2023-10-19,204471,78426,126045,200421173,113979073,314400246,57756,10881,68637
2025-10-29,248524,47720,200804,411128617,85917241,497045858,95873,2578,98451
2018-04-07,4196,2952,1244,2975648,10001497,12977145,1008,177,1185
2022-03-03,146702,79707,66995,88768660,131542653,220311313,30273,9621,39894
2018-02-08,1987,1269,718,2709150,12160342,14869492,488,145,633
2018-02-25,1360,878,482,2111452,10467199,12578651,361,122,483
2021-11-06,121978,56804,65174,65562125,46412854,111974979,30327,10732,41059
2022-06-04,142554,75871,66683,108765285,111134237,219899522,41560,11089,52649
2022-04-10,104931,52925,52006,62688790,64800714,127489504,25187,8169,33356
2015-08-31,46,14,32,189000,31700,220700,0,0,0
2020-03-24,73047,35077,37970,60769515,40356457,101125972,18262,9347,27609
2015-06-12,128,33,95,699850,177750,877600,1,0,1
2024-08-01,215563,69389,146174,206702213,108019420,314721633,65183,6853,72036
2019-10-11,48772,32606,16166,12795217,58268756,71063973,10971,9000,19971
2023-08-30,182331,69416,112915,170586965,81540530,252127495,55766,11676,67442
2023-01-08,140222,65956,74266,122732300,84969097,207701397,46260,11044,57304
2020-12-30,113563,58336,55227,73726300,66705357,140431657,27937,8853,36790
2018-04-01,1527,1148,379,1094390,4132750,5227140,268,49,317
2022-11-15,159278,72239,87039,153753966,116747265,270501231,52390,12736,65126
2024-05-10,199226,67206,132020,196889727,101260779,298150506,61137,8905,70042
2019-12-26,91994,33962,58032,12957480,47522127,60479607,52008,8849,60857
2026-01-02,297429,45603,251826,470858078,75942950,546801028,36558,839,37397
2015-10-08,1224,53,1171,889375,152500,1041875,1082,6,1088
2023-09-19,186299,71647,114652,176010202,101432904,277443106,66851,12034,78885
2019-11-05,62089,39074,23015,16398906,63154025,79552931,15650,8613,24263
2021-10-10,102398,49482,52916,54777513,56246844,111024357,25197,8385,33582
2020-04-24,97504,46099,51405,56675249,39936189,96611438,27845,6000,33845
2023-11-27,193367,68123,125244,190567764,85681625,276249389,64344,10915,75259
2020-12-29,113621,58996,54625,72102262,75008763,147111025,27575,8889,36464
2020-12-04,95239,49737,45502,63660165,75553834,139213999,25116,8820,33936
2025-09-11,278110,61423,216687,454434742,114296872,568731614,108199,3889,112088
2015-12-20,750,80,670,353460,91900,445360,629,45,674
2022-03-24,144970,76262,68708,100843175,106962057,207805232,32275,9608,41883
2022-03-21,141616,71337,70279,94672039,89524891,184196930,36879,10497,47376
2024-04-06,231392,78514,152878,233445135,109073582,342518717,74799,10857,85656
2025-05-04,246852,63538,183314,318312092,87852591,406164683,93050,4807,97857
2018-05-22,16985,14790,2195,3802650,17138103,20940753,1332,279,1611
2025-01-23,264748,79985,184763,307926848,112114410,420041258,94221,7323,101544
2019-10-21,50434,34266,16168,11707603,52586760,64294363,9704,9322,19026
2020-04-29,75650,35504,40146,44658655,27362194,72020849,14745,6485,21230
2015-05-08,73,20,53,510500,111500,622000,3,0,3
2020-08-29,122622,60482,62140,70254542,68057947,138312489,31431,11170,42601
2020-02-16,137378,48806,88572,15812650,46342731,62155381,68481,8487,76968
2018-07-17,13152,9423,3729,12337899,19067727,31405626,1541,397,1938
2021-05-24,71609,33021,38588,45408207,47639909,93048116,21741,7834,29575
2017-04-02,788,213,575,800500,516935,1317435,314,36,350
2025-04-02,290393,83064,207329,400263756,206092960,606356716,115185,7574,122759
2023-02-02,165127,80573,84554,157808025,147370250,305178275,57678,14318,71996
2015-12-13,560,55,505,397300,87550,484850,453,18,471
2023-04-30,138743,58674,80069,141142177,75136139,216278316,51996,11112,63108
2023-06-06,220802,96404,124398,203211323,144311213,347522536,73762,14915,88677
2021-08-19,130892,61799,69093,71515569,72794175,144309744,31460,10866,42326
2016-09-26,918,58,860,706320,145150,851470,613,5,618
2023-03-19,168398,72081,96317,162998416,108152526,271150942,53683,12415,66098
2022-03-23,140444,73494,66950,90926641,110048595,200975236,33283,9303,42586
2020-09-06,113927,52328,61599,69694612,86039798,155734410,28963,8177,37140
2016-06-26,883,66,817,728750,252350,981100,611,7,618
2026-02-04,268438,36725,231713,453592893,81669231,535262124,20679,286,20965
2024-04-27,207419,66833,140586,210823915,86950784,297774699,70012,9955,79967
2025-09-20,271259,62564,208695,424708400,93877971,518586371,103759,3802,107561
2019-03-30,32875,25497,7378,7877485,27591767,35469252,4261,3436,7697
2019-07-29,62629,49371,13258,14333030,34218124,48551154,7420,5814,13234
2021-07-25,135399,61939,73460,67146396,57288607,124435003,31197,13910,45107
2025-04-05,270364,74353,196011,408919339,119661536,528580875,115508,6512,122020
2018-11-29,24441,19773,4668,6714465,34359890,41074355,2074,1165,3239
2019-11-28,95516,45118,50398,21128704,58233937,79362641,42158,12801,54959
2016-09-07,1187,118,1069,1295845,494939,1790784,832,8,840
2024-04-12,228401,74822,153579,235792128,98887295,334679423,84352,11243,95595
2018-04-24,6077,5083,994,2508500,10783619,13292119,546,172,718
2017-01-20,764,212,552,1300995,559291,1860286,343,47,390
2023-05-06,172256,77431,94825,165878617,122075457,287954074,61824,13324,75148
2024-12-12,228924,68965,159959,321508269,126948410,448456679,101294,8912,110206
2017-11-20,1569,718,851,1699800,3165302,4865102,630,65,695
2018-10-01,19221,15597,3624,3391020,33035293,36426313,2245,667,2912
2018-07-16,10575,8059,2516,11198613,16168651,27367264,969,388,1357
2019-05-13,30194,23066,7128,5677650,24233546,29911196,3664,2677,6341
2019-02-23,24513,20802,3711,5019770,28306667,33326437,2001,1688,3689
2024-02-21,209807,72031,137776,198442780,118969845,317412625,63251,9674,72925
2019-08-01,100772,74077,26695,17229640,52147017,69376657,7159,8229,15388
2023-12-10,174076,66265,107811,157492640,80328378,237821018,56847,9604,66451
2019-04-05,31372,24680,6692,5563780,34125415,39689195,3079,3188,6267
2019-01-07,22413,19911,2502,8971195,32351131,41322326,1717,1455,3172
2016-09-28,1170,96,1074,1065850,1090851,2156701,849,18,867
2023-08-31,169061,66673,102388,141200210,78758996,219959206,46245,9380,55625
2017-01-01,361,77,284,585970,143850,729820,155,11,166
2024-06-06,234226,76865,157361,237964340,128326534,366290874,81187,9935,91122
2023-11-21,228015,77823,150192,247713267,124616123,372329390,81259,13047,94306
2015-09-25,40,10,30,283650,68600,352250,4,0,4
2020-09-09,118826,58168,60658,79792698,71743841,151536539,33527,7488,41015
2025-11-18,330422,52614,277808,544432703,95814517,640247220,61155,2224,63379
2023-05-10,169987,76079,93908,161293534,120608761,281902295,56132,12141,68273
2025-05-25,234774,58393,176381,314093770,73961702,388055472,99527,4902,104429
2024-01-05,216789,77555,139234,213972894,122922259,336895153,65331,11134,76465
2018-03-28,12314,9029,3285,8596450,13732822,22329272,2860,834,3694
2018-09-06,16870,13154,3716,5129260,26173038,31302298,2467,624,3091
2023-07-23,188643,72179,116464,175365147,86860836,262225983,65699,13013,78712
2020-01-27,116877,51515,65362,18100229,49547145,67647374,47803,11181,58984
2021-04-30,100472,40808,59664,55419609,37031454,92451063,21777,7285,29062
2017-02-16,837,204,633,823850,326250,1150100,394,44,438
2016-05-06,1558,156,1402,1377120,283590,1660710,1015,23,1038
2021-04-21,128201,57220,70981,67703268,56691403,124394671,29058,9424,38482
2020-07-01,130387,56293,74094,77437920,61032550,138470470,23845,8907,32752
2025-07-03,278685,67126,211559,401729426,124325334,526054760,128239,5358,133597
2023-08-22,202397,79041,123356,206622183,122726133,329348316,60974,11674,72648
2019-11-16,78837,43370,35467,17738112,66695399,84433511,28128,11797,39925
2023-03-27,175900,77264,98636,163176062,126178429,289354491,59347,13312,72659
2024-12-24,262890,81283,181607,382325973,130612601,512938574,102894,8741,111635
2022-02-14,115093,60500,54593,68218239,78650709,146868948,29107,8878,37985
2019-05-23,34353,23292,11061,8248393,27454586,35702979,5008,2000,7008
2017-08-26,1822,702,1120,1600050,3519020,5119070,839,110,949
2023-09-08,180699,71984,108715,160767686,109318650,270086336,54757,10103,64860
2025-10-17,276014,52117,223897,462964990,89944132,552909122,99497,3237,102734
2017-05-29,2073,1230,843,1640835,2781940,4422775,642,141,783
2024-02-05,209634,73402,136232,199579613,109518448,309098061,64688,10153,74841
2015-01-17,128,37,91,610100,137800,747900,2,2,4
2017-02-13,743,115,628,1045099,151500,1196599,398,6,404
2017-03-16,1159,292,867,922340,752865,1675205,546,50,596
2022-09-30,146840,72298,74542,110272060,82802032,193074092,42671,10983,53654
2018-03-20,3660,2909,751,4604400,16046523,20650923,507,124,631
2020-02-18,139178,59967,79211,23538199,61236853,84775052,58158,11274,69432
2017-07-19,2142,1087,1055,2371650,4503945,6875595,789,142,931
2024-08-23,232912,71642,161270,255932398,116698656,372631054,81654,8942,90596
2016-11-26,714,98,616,988250,150550,1138800,424,16,440
2018-11-30,23817,19661,4156,7468221,44688034,52156255,2133,954,3087
2020-08-30,96803,45012,51791,60933157,51985880,112919037,28150,9000,37150
2020-02-03,142692,54862,87830,17588065,57992900,75580965,70442,11050,81492
2017-12-29,2006,1227,779,2229275,11897400,14126675,620,114,734
2017-01-24,651,172,479,1159835,605950,1765785,287,28,315
2019-09-23,64978,35548,29430,9503786,45157137,54660923,22064,8639,30703
2017-02-28,1256,271,985,1001650,504925,1506575,697,63,760
2025-07-18,270249,63196,207053,384168892,102037478,486206370,116960,5053,122013
2022-06-05,122242,62791,59451,84365261,81681677,166046938,38651,9913,48564
2015-03-27,67,23,44,328200,124324,452524,2,0,2
2015-07-05,78,31,47,346300,164300,510600,0,1,1
2016-07-06,1235,63,1172,780950,241950,1022900,879,2,881
2022-07-28,126827,63005,63822,110767999,93471505,204239504,41124,10843,51967
2021-09-04,127428,61918,65510,70091156,76354556,146445712,31198,10991,42189
2020-02-12,140912,59407,81505,23507385,66534896,90042281,60753,11719,72472
2018-10-19,13162,10370,2792,3794190,10761369,14555559,1545,448,1993
2019-12-29,74871,27454,47417,8883435,31665024,40548459,42660,7946,50606
2019-08-11,88597,58588,30009,15508350,35879551,51387901,7050,4792,11842
2025-10-14,292662,56614,236048,490294870,115115278,605410148,105363,3287,108650
2019-12-20,91479,37935,53544,12914989,51829483,64744472,43524,8114,51638
2019-01-24,23920,19517,4403,6412459,33770635,40183094,2358,1491,3849
2023-05-07,129243,56355,72888,121539629,77170384,198710013,47920,10375,58295
2024-11-26,280952,78216,202736,419555862,138107954,557663816,125783,10904,136687
2018-04-16,4148,3299,849,2740600,13734210,16474810,644,214,858
2024-02-06,199530,69478,130052,197713251,117604074,315317325,62611,9621,72232
2025-08-13,250333,56028,194305,384223978,113765349,497989327,102034,3723,105757
2024-03-16,229969,83456,146513,217242746,127767243,345009989,74296,11368,85664
2016-05-23,1793,59,1734,690627,139700,830327,1507,14,1521
2018-11-12,18981,14465,4516,8849548,23024310,31873858,1730,750,2480
2018-06-23,10717,8491,2226,8665650,14676588,23342238,741,349,1090
2023-04-19,184992,79011,105981,178786053,125388455,304174508,65593,14221,79814
2023-11-22,222540,76517,146023,235039573,125137449,360177022,78997,12778,91775
2020-02-05,129256,49281,79975,18327370,54905960,73233330,7467,7954,15421
2021-10-24,95024,44580,50444,52180770,46965014,99145784,20614,7015,27629
2018-04-02,2485,2066,419,1684250,7187252,8871502,297,80,377
2020-01-19,97095,38647,58448,11906331,38466716,50373047,47546,9388,56934
2023-09-14,197739,76157,121582,197581618,126197259,323778877,70812,12740,83552
2023-01-05,163160,79193,83967,144136280,126490011,270626291,50425,12412,62837
2017-05-01,1184,446,738,1458000,1763220,3221220,460,56,516
2023-12-21,210676,76697,133979,222474596,127087419,349562015,64900,11094,75994
2016-10-18,1054,107,947,910502,414650,1325152,806,19,825
2021-02-10,114897,64196,50701,64251874,83503188,147755062,25917,10696,36613
2020-05-13,102793,45058,57735,63230420,34610376,97840796,18452,8153,26605
2015-02-23,97,15,82,622500,68500,691000,3,0,3
2022-03-28,116944,55368,61576,91746751,86259385,178006136,30242,9257,39499
2018-06-04,8532,6936,1596,2591355,12346330,14937685,755,261,1016
2018-04-25,12012,9001,3011,6840600,8040175,14880775,2644,644,3288
2023-11-11,182439,64940,117499,189183547,75418905,264602452,63482,11572,75054
2023-04-25,183206,77271,105935,187070736,128383040,315453776,66361,13287,79648
2021-09-02,123850,61494,62356,67586469,74492963,142079432,30347,10735,41082
2022-04-06,132793,68234,64559,97443742,109021099,206464841,35811,10605,46416
2015-04-04,83,14,69,379600,37060,416660,0,0,0
2023-04-08,176820,80220,96600,165162191,106625004,271787195,58160,14219,72379
2019-10-20,43779,29814,13965,7104282,44254892,51359174,8330,8588,16918
2023-08-25,199293,81534,117759,191478495,118491524,309970019,65566,13692,79258
2025-02-03,273454,80759,192695,337155036,116833746,453988782,111337,7616,118953
2024-04-28,198604,64475,134129,197793238,73433875,271227113,67548,9238,76786
2023-02-18,138615,61261,77354,136263429,90395994,226659423,49525,11376,60901
2019-04-12,25647,20459,5188,4890652,30817224,35707876,2842,2982,5824
2023-04-28,164908,69797,95111,166163385,105407393,271570778,61455,12766,74221
2021-04-01,108334,56768,51566,73483542,65238819,138722361,26417,11424,37841
2022-09-17,139143,71566,67577,104896632,82960468,187857100,39543,11084,50627
2022-07-15,130185,68619,61566,144417033,94165316,238582349,37082,10571,47653
2015-10-04,659,29,630,591100,63400,654500,589,7,596
2021-04-25,65895,25460,40435,49445236,31931457,81376693,23324,6477,29801
2024-02-16,211180,74858,136322,192763775,113530609,306294384,66890,9915,76805
2020-01-22,94759,51543,43216,19796617,58692021,78488638,26243,9433,35676
2025-08-04,262298,62065,200233,407765289,107475265,515240554,111618,4352,115970
2018-05-03,8638,6443,2195,4576950,13784229,18361179,1461,546,2007
2019-01-20,15611,13218,2393,5588785,20043627,25632412,1607,929,2536
2015-05-13,110,34,76,566200,120450,686650,3,0,3
2019-08-13,88353,56850,31503,16780559,42512830,59293389,7519,5770,13289
2020-04-16,78671,36259,42412,54937600,33761344,88698944,20047,6733,26780
2025-05-24,250264,61423,188841,368932736,93836296,462769032,107040,5644,112684
2018-09-13,19211,14702,4509,4434625,28043546,32478171,2949,837,3786
2018-12-05,28960,22599,6361,8713434,31978495,40691929,3805,1070,4875
2017-08-23,2159,1105,1054,1736098,4219875,5955973,799,119,918
2024-01-17,185076,66094,118982,182459006,105164347,287623353,56337,9509,65846
2017-03-05,480,98,382,525650,246400,772050,164,13,177
2024-04-25,193973,60637,133336,198099700,86948366,285048066,67212,9501,76713
2016-07-04,963,81,882,784525,191507,976032,634,14,648
2024-05-16,215396,72108,143288,215944543,105823756,321768299,68563,9138,77701
2015-01-14,68,15,53,352850,77050,429900,6,0,6
2025-06-26,248132,59368,188764,380341318,102847968,483189286,105072,5163,110235
2025-02-08,260195,79413,180782,307085039,104362117,411447156,101979,7602,109581
2023-10-09,209239,81962,127277,199650080,122475228,322125308,59927,11666,71593
2016-11-20,474,81,393,525450,135015,660465,247,16,263
2019-11-19,81659,45379,36280,18411931,66357231,84769162,28719,11616,40335
2022-04-16,125526,62795,62731,83459762,78264783,161724545,35579,10712,46291
2020-05-06,87311,39769,47542,52231260,31872477,84103737,17496,8471,25967
2015-01-12,130,19,111,650150,85600,735750,1,1,2
2020-10-28,114961,57769,57192,71290574,61212642,132503216,30120,10315,40435
2019-03-01,33674,29022,4652,9592482,52187254,61779736,2692,2433,5125
2024-06-23,215403,67287,148116,206267836,83295137,289562973,78416,9241,87657
2017-03-30,1418,409,1009,906490,731610,1638100,643,77,720
2023-10-07,206644,82310,124334,192273697,127176583,319450280,60628,12312,72940
2015-02-24,112,30,82,545150,201160,746310,1,2,3
2017-06-14,1791,999,792,1979250,5243893,7223143,556,112,668
2018-04-08,2278,1456,822,1154180,4919750,6073930,690,119,809
2015-03-28,84,22,62,359700,137900,497600,0,2,2
2015-03-14,114,30,84,538600,147610,686210,0,2,2
2018-01-04,2267,1370,897,3206699,11105909,14312608,731,229,960
2019-05-26,31670,22415,9255,9671184,24126788,33797972,2572,2280,4852
2023-04-04,186224,81480,104744,177722251,120580269,298302520,65071,15281,80352
2019-07-11,96689,73033,23656,17405716,54317326,71723042,10217,7582,17799
2016-08-23,1812,116,1696,916579,413940,1330519,1446,12,1458
2020-05-07,74929,35977,38952,43099667,27522052,70621719,15631,8063,23694
2024-11-15,268287,80489,187798,340260293,134576648,474836941,106209,9339,115548
2021-10-31,103071,49806,53265,61038408,52748887,113787295,27181,9463,36644
2019-11-22,82941,46638,36303,17659233,58185207,75844440,28107,13137,41244
2019-09-06,82552,39083,43469,19288616,55700340,74988956,37114,7762,44876
